"sex" "age" "educ" "country" "self" "vign1" "vign2" "vign3" "vign4" "vign5" "vign6"
"125347" 1 25 3 "Eastasia" 5 1 1 5 3 4 5
"86859" 1 35 3 "Eastasia" 5 4 3 5 5 5 4
"98614" 1 22 4 "Eastasia" 4 2 1 4 5 3 5
"37600" 0 73 5 "Eastasia" 4 1 3 4 4 5 5
"159693" 0 78 1 "Eastasia" 5 4 3 5 5 5 5
"157956" 0 19 3 "Eastasia" 4 3 4 4 5 4 5
"9150" 1 58 NA "Eastasia" 5 4 5 5 5 5 5
"164740" 0 31 4 "Eastasia" 3 2 2 3 3 4 3
"129783" 0 31 3 "Eastasia" 4 1 1 4 4 3 5
"124144" 1 60 4 "Eastasia" 4 2 1 4 5 5 5
"47123" 1 20 6 "Eastasia" 3 1 1 3 4 4 5
"117954" 1 70 1 "Eurasia" 4 2 2 4 5 3 5
"194" 0 21 2 "Oceania" 5 2 4 5 3 5 4
"98615" 0 43 3 "Eastasia" 5 2 4 5 5 3 5
"142511" 0 32 1 "Eastasia" 4 3 3 4 4 2 4
"40477" 1 22 5 "Eastasia" 3 2 2 3 5 3 5
"108363" 1 37 5 "Eurasia" 5 4 4 5 5 5 5
"47783" 1 29 4 "Eastasia" 3 1 1 3 5 2 5
"92079" 1 53 3 "Oceania" 3 2 3 3 4 4 5
"145515" 1 19 3 "Eastasia" 3 2 4 3 3 3 5
"168369" 0 44 4 "Eastasia" 3 2 2 3 4 3 4
"43862" 0 53 3 "Oceania" 3 2 2 3 5 5 5
"38348" 0 31 4 "Eastasia" 4 2 2 4 4 4 5
"128657" 1 31 4 "Eastasia" 5 1 1 5 4 3 5
"52385" 1 35 5 "Eastasia" 4 3 2 4 5 5 5
"10132" 1 55 1 "Eastasia" 5 4 5 5 4 5 5
"165474" 1 40 4 "Eastasia" 3 2 2 3 4 3 5
"42468" 0 33 4 "Oceania" 4 2 3 5 5 4 2
"131976" 0 30 6 "Eastasia" 4 3 2 4 4 3 5
"134234" 1 42 6 "Eastasia" 5 4 5 5 5 5 4
"157143" 1 38 1 "Eastasia" 5 3 5 5 5 5 5
"154067" 1 47 1 "Eastasia" 5 2 5 5 4 5 5
"78332" 1 29 1 "Oceania" 4 2 2 4 3 4 5
"159934" 0 28 1 "Eastasia" 5 1 1 5 5 5 5
"171635" 0 32 4 "Eastasia" 3 2 2 4 3 2 2
"93754" 1 40 1 "Eastasia" 3 2 2 3 3 3 3
"78109" 1 28 3 "Oceania" 2 1 3 2 3 4 4
"156149" 1 21 1 "Eastasia" 5 3 5 5 5 5 4
"103467" 1 30 2 "Eastasia" 5 3 2 5 5 5 4
"28729" 1 59 3 "Oceania" 4 3 2 4 4 4 5
"138784" 1 25 4 "Eastasia" 4 1 2 4 4 4 5
"22539" 0 32 6 "Oceania" 3 2 2 3 5 3 5
"128134" 0 35 4 "Eastasia" 5 1 1 5 5 5 5
"95592" 1 56 2 "Eastasia" 3 2 1 3 1 2 1
"118327" 1 33 4 "Eurasia" 4 3 2 4 5 5 5
"49882" 1 51 6 "Eastasia" 4 3 1 4 5 4 5
"2489" 0 80 1 "Oceania" 5 2 3 5 5 5 5
"19524" 0 33 3 "Eastasia" 5 3 1 5 5 3 5
"58633" 1 18 1 "Oceania" 5 4 3 5 3 3 5
"167981" 1 26 3 "Eastasia" 4 3 2 4 5 4 5
"100078" 1 35 3 "Eastasia" 3 2 3 3 3 2 4
"115753" 1 52 3 "Eurasia" 5 2 2 5 5 5 5
"149868" 1 70 3 "Eastasia" 4 2 2 4 4 3 4
"15179" 1 34 2 "Eastasia" 3 2 3 3 4 3 3
"115557" 1 49 1 "Eastasia" 2 1 2 2 1 3 2
"122472" 1 27 4 "Eastasia" 4 1 1 4 5 4 5
"158289" 0 35 2 "Eastasia" 3 1 2 3 3 3 5
"107833" 0 75 1 "Eastasia" 5 4 2 5 5 5 5
"49226" 1 71 5 "Eastasia" 4 3 2 4 4 4 5
"162729" 1 45 3 "Eastasia" 4 1 2 4 5 3 5
"121064" 1 28 5 "Eastasia" 5 4 4 5 5 5 4
"171662" 1 22 6 "Eastasia" 3 2 1 3 4 4 5
"83186" 1 23 1 "Eastasia" 3 2 2 3 4 4 4
"75442" 0 30 3 "Oceania" 4 3 3 4 3 4 4
"147645" 1 50 2 "Eastasia" 4 2 1 4 3 3 5
"69660" 1 18 1 "Eastasia" 4 1 5 4 4 5 5
"47528" 0 49 4 "Eastasia" 3 2 1 4 3 2 1
"104324" 0 30 7 "Eastasia" 4 2 1 5 5 5 1
"98879" 1 41 6 "Eastasia" 4 1 1 4 5 4 5
"152882" 1 21 4 "Eastasia" 4 3 1 4 3 4 5
"14930" 0 27 4 "Eastasia" 3 2 3 3 3 4 5
"125434" 1 25 1 "Eastasia" 5 2 1 5 5 3 5
"128075" 1 39 1 "Eastasia" 5 2 2 5 3 3 5
"54393" 0 30 5 "Eastasia" 4 2 1 4 4 4 3
"161494" 1 25 4 "Eastasia" 5 4 3 5 4 2 5
"118389" 1 50 3 "Eurasia" 4 1 2 4 4 3 3
"92750" 1 19 5 "Oceania" 4 3 3 4 4 5 5
"78307" 0 26 1 "Oceania" 4 1 1 4 4 3 5
"6239" 1 34 4 "Eastasia" 5 4 5 5 4 5 5
"161572" 1 39 1 "Eastasia" 5 3 2 5 5 5 5
"82042" 1 25 1 "Eastasia" 5 3 2 5 5 5 5
"63117" 1 31 3 "Eastasia" 5 3 1 5 5 5 5
"101978" 1 54 1 "Eastasia" 3 2 4 3 1 3 3
"79471" 1 24 3 "Eastasia" 5 3 1 5 5 5 5
"64977" 1 60 1 "Eastasia" 4 2 1 4 3 3 5
"99136" 1 28 3 "Eastasia" 4 2 1 4 5 3 5
"165336" 1 47 3 "Eastasia" 4 3 2 4 5 3 5
"126152" 1 77 1 "Eastasia" 5 1 1 5 5 5 5
"133456" 1 47 5 "Eastasia" 4 3 2 4 5 5 5
"80095" 0 21 4 "Eastasia" 3 2 1 3 4 5 5
"102588" 0 41 6 "Eastasia" 3 2 2 3 5 5 5
"14718" 1 32 3 "Eastasia" 5 4 2 5 5 4 5
"13693" 1 23 4 "Eastasia" 4 1 4 5 4 3 2
"120054" 0 54 2 "Eurasia" 3 2 2 3 3 3 4
"150315" 0 36 4 "Eastasia" 4 3 2 4 4 4 4
"42743" 0 30 4 "Oceania" 5 2 2 5 5 4 5
"146950" 0 38 2 "Eastasia" 5 3 2 5 5 4 5
"152658" 1 38 2 "Eastasia" 4 2 3 4 4 4 5
"148267" 1 53 3 "Eastasia" 3 2 1 3 4 3 5
"133512" 1 NA 5 "Eastasia" 3 2 2 3 3 5 5
"4885" 0 37 3 "Oceania" 3 1 1 3 4 4 5
"160339" 1 39 1 "Eastasia" 5 4 5 5 3 4 5
"38768" 1 77 5 "Eastasia" 3 1 1 3 3 3 5
"132678" 0 32 5 "Eastasia" 3 2 3 3 5 3 5
"107907" 0 35 4 "Eastasia" 5 1 1 5 5 5 5
"28348" 0 42 4 "Oceania" 3 2 1 3 4 5 4
"101154" 1 52 2 "Eastasia" 4 2 1 4 5 4 5
"92355" 1 38 7 "Oceania" 4 2 1 4 4 4 5
"103004" 1 60 1 "Eastasia" 5 1 2 5 5 5 5
"160911" 0 40 1 "Eastasia" 5 4 3 5 5 4 5
"82018" 0 41 1 "Eastasia" 5 3 2 5 5 5 5
"131772" 0 30 5 "Eastasia" 3 2 1 3 3 5 5
"141704" 0 46 3 "Eastasia" 5 2 2 5 5 5 5
"121180" 0 47 4 "Eastasia" 5 4 2 5 5 5 5
"100577" 1 32 1 "Eastasia" 3 2 1 3 4 3 5
"78405" 0 40 1 "Oceania" 4 3 3 4 4 4 5
"135006" 0 28 5 "Eastasia" 3 2 1 3 5 4 5
"137370" 0 30 1 "Eastasia" 3 2 2 3 5 4 5
"23637" 1 29 3 "Oceania" 4 3 3 4 4 3 5
"7168" 1 57 1 "Eastasia" 5 4 5 5 3 5 1
"5290" 1 29 2 "Oceania" 5 1 5 5 5 5 5
"136436" 0 40 1 "Eastasia" 4 2 4 4 4 4 5
"86223" 1 34 3 "Eastasia" 5 3 3 5 5 5 5
"149800" 0 45 1 "Eastasia" 4 3 1 4 5 3 5
"75693" 0 54 3 "Oceania" 3 2 1 3 3 4 5
"119890" 0 32 1 "Eurasia" 5 1 1 5 5 5 3
"48025" 1 33 5 "Eastasia" 3 2 2 3 4 3 5
"114449" 0 48 3 "Eastasia" 3 1 1 3 5 3 5
"68889" 0 78 1 "Eastasia" 4 3 4 4 4 4 4
"78691" 0 51 4 "Oceania" 4 2 1 4 5 4 5
"88706" 1 21 3 "Oceania" 4 3 2 4 5 5 5
"69264" 0 59 1 "Eastasia" 4 2 4 4 2 4 4
"102618" 0 29 1 "Eastasia" 4 2 1 4 5 5 5
"138468" 1 32 1 "Eastasia" 3 2 1 3 4 4 5
"64021" 0 30 1 "Eastasia" 3 2 3 3 3 3 3
"39795" 0 23 5 "Eastasia" 4 2 1 4 5 3 5
"122755" 0 80 2 "Eastasia" 5 4 5 5 5 5 5
"13866" 1 37 6 "Eastasia" 4 1 2 4 4 5 5
"132847" 1 41 5 "Eastasia" 5 4 2 5 5 2 2
"115845" 1 46 3 "Eurasia" 4 3 1 4 5 4 5
"90037" 0 4 6 "Oceania" 5 3 2 5 5 5 5
"7471" 1 38 3 "Eastasia" 5 3 5 5 5 5 3
"52153" 1 25 4 "Eastasia" 4 2 2 4 5 3 4
"159030" 1 43 1 "Eastasia" 5 4 2 5 5 5 4
"78281" 1 22 4 "Oceania" 3 1 1 3 5 5 5
"78412" 1 23 4 "Oceania" 3 2 1 3 4 5 5
"67751" 0 30 1 "Eastasia" 3 2 2 3 5 5 5
"23647" 0 27 5 "Oceania" 3 2 2 3 4 3 5
"123554" 0 20 5 "Eastasia" 3 1 1 3 5 5 5
"102312" 0 57 3 "Eastasia" 4 3 5 4 4 4 3
"138798" 0 80 2 "Eastasia" 4 2 2 4 5 4 5
"71280" 0 40 1 "Eastasia" 4 2 2 4 5 5 5
"115639" 1 62 1 "Eurasia" 5 2 2 5 5 5 5
"127856" 0 23 3 "Eastasia" 3 1 3 3 3 3 4
"87165" 0 63 2 "Eastasia" 5 4 2 5 4 5 5
"72473" 1 36 1 "Eastasia" 5 4 3 5 4 5 5
"79704" 1 19 NA "Eastasia" 4 3 4 4 5 5 5
"92026" 0 70 1 "Oceania" 4 3 2 4 4 4 5
"91843" 0 24 3 "Oceania" 5 2 1 5 5 5 5
"125976" 1 35 1 "Eastasia" 5 4 1 5 5 3 5
"7662" 0 60 1 "Eastasia" 5 2 2 5 4 4 5
"131770" 1 70 5 "Eastasia" 3 2 1 3 4 4 4
"43275" 1 23 4 "Oceania" 3 2 1 3 4 3 5
"84781" 0 25 2 "Eastasia" 5 4 3 5 5 4 5
"11891" 0 34 6 "Eastasia" 4 2 2 5 3 3 4
"12587" 1 35 3 "Eastasia" 4 3 2 4 4 5 4
"108965" 1 21 6 "Eurasia" 5 1 1 5 4 3 5
"161576" 1 20 4 "Eastasia" 5 4 4 5 5 5 5
"69520" 1 35 4 "Eastasia" 5 3 5 5 3 5 5
"75742" 1 53 3 "Oceania" 4 3 3 5 5 5 4
"152566" 0 20 4 "Eastasia" 4 3 4 4 5 4 4
"109840" 1 27 3 "Eurasia" 4 3 3 4 4 4 5
"30347" 1 55 4 "Oceania" 3 1 3 3 5 5 5
"94876" 1 50 1 "Eastasia" 4 2 1 4 4 4 4
"161964" 0 66 1 "Eastasia" 5 2 2 5 5 5 4
"72222" 1 21 3 "Eastasia" 4 2 3 4 4 4 4
"124231" 1 36 3 "Eastasia" 4 3 3 4 5 5 5
"147847" 0 50 4 "Eastasia" 4 2 1 4 3 3 5
"47643" 0 29 6 "Eastasia" 4 2 2 4 4 4 5
"123942" 0 48 2 "Eastasia" 4 2 3 4 5 5 5
"105237" 1 24 1 "Eastasia" 5 1 5 5 5 5 5
"121053" 1 33 3 "Eastasia" 5 4 4 5 5 5 5
"114478" 1 43 2 "Eastasia" 3 2 2 3 3 3 3
"129744" 0 50 3 "Eastasia" 5 2 1 5 4 4 4
"91384" 0 32 3 "Oceania" 5 4 2 5 5 4 5
"8294" 1 27 1 "Eastasia" 5 3 2 5 4 5 5
"22102" 0 55 4 "Oceania" 3 2 1 3 4 4 5
"79895" 1 35 1 "Eastasia" 3 2 4 3 3 4 2
"160787" 1 34 2 "Eastasia" 4 1 2 4 3 4 5
"138753" 1 28 3 "Eastasia" 4 2 3 4 5 5 4
"164348" 1 33 4 "Eastasia" 5 4 4 5 5 3 4
"168604" 0 20 4 "Eastasia" 3 2 2 3 4 4 5
"171476" 1 42 2 "Eastasia" 4 1 4 4 4 3 5
"162525" 0 35 6 "Eastasia" 3 1 2 3 3 4 5
"91858" 1 29 5 "Oceania" 5 2 1 5 5 3 5
"131767" 0 27 5 "Eastasia" 3 1 1 3 3 4 5
"59708" 1 51 1 "Oceania" 4 2 2 4 3 3 5
"97438" 0 30 6 "Eastasia" 5 3 3 5 4 5 5
"75438" 0 19 3 "Oceania" 5 3 2 5 5 3 5
"146437" 1 19 3 "Eastasia" 4 3 2 4 5 4 5
"67999" 0 22 1 "Eastasia" 4 3 2 4 4 4 5
"50511" 1 20 6 "Eastasia" 5 2 1 5 4 5 5
"129256" 1 41 1 "Eastasia" 5 2 2 5 4 4 5
"100096" 0 72 3 "Eastasia" 4 3 3 4 3 4 2
"110095" 0 75 1 "Eurasia" 3 2 3 3 3 2 2
"105472" 1 24 2 "Eastasia" 5 2 2 5 5 5 5
"20266" 1 38 3 "Eastasia" 3 2 2 3 5 3 5
"105320" 1 NA 1 "Eastasia" 5 2 2 5 5 5 5
"41344" 0 34 4 "Oceania" 3 2 2 3 5 4 5
"137454" 0 19 6 "Eastasia" 3 2 1 3 4 4 5
"83569" 1 20 1 "Eastasia" 3 2 2 3 3 3 5
"46664" 1 65 4 "Eastasia" 4 3 1 5 3 3 3
"99471" 1 24 4 "Eastasia" 3 1 3 3 3 3 3
"50294" 0 68 6 "Eastasia" 3 2 1 3 4 4 5
"132709" 1 50 5 "Eastasia" 4 3 1 4 5 5 5
"73838" 1 60 1 "Oceania" 5 1 5 5 5 5 5
"40254" 1 48 5 "Eastasia" 4 2 2 4 4 4 5
"14728" 0 27 6 "Eastasia" 5 4 5 5 5 5 5
"71918" 0 30 3 "Eastasia" 4 2 2 4 5 5 5
"126842" 1 35 3 "Eastasia" 5 1 1 5 5 4 5
"164272" 1 19 4 "Eastasia" 3 1 1 3 5 5 5
"150678" 0 94 1 "Eastasia" 4 2 2 4 5 3 5
"151676" 0 25 5 "Eastasia" 3 2 3 3 4 4 5
"170244" 1 39 4 "Eastasia" 4 2 2 4 5 4 5
"111964" 1 71 2 "Eastasia" 4 2 2 4 4 3 5
"101684" 1 73 1 "Eastasia" 4 1 2 4 4 5 5
"97695" 1 48 1 "Eastasia" 5 3 2 5 5 5 5
"133829" 1 45 6 "Eastasia" 3 2 1 3 4 4 5
"81303" 1 95 1 "Eastasia" 5 4 3 5 5 3 5
"71398" 1 53 1 "Eastasia" 4 2 2 4 4 4 4
"47777" 1 40 4 "Eastasia" 2 1 1 2 3 2 5
"95390" 1 20 1 "Eastasia" 3 2 3 3 3 3 3
"52032" 0 45 5 "Eastasia" 3 2 3 3 4 3 4
"24511" 0 28 3 "Oceania" 3 2 2 3 5 5 5
"48496" 1 76 4 "Eastasia" 5 3 2 5 5 5 5
"150274" 0 19 5 "Eastasia" 4 3 2 4 3 4 5
"14837" 1 38 4 "Eastasia" 3 2 2 3 4 4 5
"40460" 1 24 5 "Eastasia" 3 2 2 3 5 3 5
"143316" 1 48 1 "Eastasia" 5 2 2 5 5 5 5
"8523" 0 43 2 "Eastasia" 5 4 3 5 5 5 5
"126449" 1 21 1 "Eastasia" 5 1 4 5 5 5 5
"75407" 0 25 3 "Oceania" 5 3 1 5 4 4 4
"127476" 0 27 5 "Eastasia" 5 1 2 5 5 5 5
"23924" 0 60 5 "Oceania" 3 1 1 3 4 4 5
"137580" 0 30 1 "Eastasia" 4 2 2 4 5 3 4
"72242" 0 25 1 "Eastasia" 4 2 3 4 4 4 4
"116672" 1 28 5 "Eurasia" 5 2 5 5 5 5 5
"164680" 0 32 2 "Eastasia" 3 2 3 3 3 3 3
"166359" 1 30 3 "Eastasia" 3 1 1 3 3 3 5
"162125" 0 22 4 "Eastasia" 5 3 3 5 5 5 5
"96381" 0 39 2 "Eastasia" 5 4 5 5 4 5 4
"94553" 1 62 4 "Eastasia" 5 3 3 5 5 5 5
"68651" 0 34 1 "Eastasia" 5 2 1 5 5 5 5
"103845" 0 30 3 "Eastasia" 4 2 1 4 5 5 5
"80596" 0 38 2 "Eastasia" 4 2 1 4 5 4 5
"113780" 1 32 6 "Eastasia" 4 2 2 5 5 3 4
"80537" 1 35 1 "Eastasia" 4 2 1 4 5 4 5
"170739" 1 43 3 "Eastasia" 3 2 1 3 3 1 2
"92303" 0 19 4 "Oceania" 4 3 3 4 5 4 5
"100536" 1 50 3 "Eastasia" 4 2 2 4 5 4 4
"21399" 0 71 2 "Eastasia" 5 3 2 5 1 3 3
"124356" 1 48 3 "Eastasia" 5 2 3 5 5 5 5
"100164" 1 45 3 "Eastasia" 5 1 1 5 5 3 5
"101254" 1 30 3 "Eastasia" 4 1 2 4 5 3 5
"107447" 1 60 2 "Eastasia" 3 2 1 3 5 3 5
"128407" 0 22 5 "Eastasia" 4 1 1 4 5 4 5
"154772" 0 47 1 "Eastasia" 4 3 3 4 4 3 5
"23315" 1 50 4 "Oceania" 4 1 1 4 5 4 5
"22229" 1 23 5 "Oceania" 3 2 2 3 4 5 5
"100592" 0 18 1 "Eastasia" 3 2 1 4 4 3 3
"97791" 0 22 6 "Eastasia" 5 2 1 5 5 5 5
"103161" 1 67 2 "Eastasia" 5 3 1 5 4 5 5
"153218" 1 40 1 "Eastasia" 5 4 5 5 5 5 5
"170117" 1 40 3 "Eastasia" 3 2 4 3 3 2 4
"129263" 1 25 3 "Eastasia" 5 2 2 5 4 4 4
"141264" 1 45 1 "Eastasia" 3 2 4 3 2 3 2
"163266" 1 47 3 "Eastasia" 4 3 3 4 3 3 4
"56742" 1 30 1 "Oceania" 5 4 2 5 5 5 5
"56822" 0 65 1 "Oceania" 3 1 3 3 2 4 3
"13581" 1 40 3 "Eastasia" 5 4 3 5 5 5 5
"139964" 1 26 3 "Eastasia" 3 2 1 3 4 4 5
"153322" 1 31 1 "Eastasia" 5 1 1 5 5 4 5
"47426" 1 77 5 "Eastasia" 3 2 1 3 4 4 5
"20075" 1 25 1 "Eastasia" 5 1 2 5 5 3 5
"100061" 0 35 1 "Eastasia" 5 1 3 5 5 5 5
"14305" 1 21 3 "Eastasia" 4 3 1 4 4 4 5
"144126" 0 50 2 "Eastasia" 3 2 2 3 4 5 5
"25447" 0 27 6 "Oceania" 4 3 4 4 5 4 5
"48460" 1 27 6 "Eastasia" 4 3 3 4 5 4 5
"129355" 1 83 1 "Eastasia" 4 1 2 4 5 5 5
"103567" 0 55 2 "Eastasia" 5 1 1 5 5 4 5
"51782" 1 67 6 "Eastasia" 3 1 1 3 4 4 5
"8880" 1 44 3 "Eastasia" 5 4 2 5 4 3 5
"39127" 0 21 5 "Eastasia" 4 3 1 4 5 3 5
"70403" 0 35 1 "Eastasia" 4 3 4 4 4 3 4
"141415" 0 68 1 "Eastasia" 4 3 4 4 5 3 5
"165478" 0 24 3 "Eastasia" 3 2 3 3 3 3 3
"132030" 1 55 6 "Eastasia" 4 2 1 4 4 5 5
"127008" 1 21 1 "Eastasia" 5 3 2 5 5 5 5
"101578" 1 65 2 "Eastasia" 4 2 1 3 4 4 5
"169313" 1 25 2 "Eastasia" 4 1 1 3 4 4 5
"59471" 1 24 1 "Oceania" 2 1 4 1 4 4 5
"100207" 1 25 3 "Eastasia" 4 2 2 3 4 4 5
"137663" 0 50 1 "Eastasia" 4 2 2 3 5 4 5
"129119" 1 26 4 "Eastasia" 3 1 1 2 4 4 5
"107336" 1 19 2 "Eastasia" 4 2 1 3 4 3 5
"114086" 0 30 1 "Eastasia" 3 1 2 2 1 3 4
"162466" 1 28 6 "Eastasia" 4 1 1 3 5 4 5
"162086" 1 30 4 "Eastasia" 4 2 3 1 4 4 5
"93325" 1 38 1 "Eastasia" 4 1 2 3 4 3 5
"167957" 0 58 3 "Eastasia" 4 2 2 3 5 3 5
"122525" 1 30 3 "Eastasia" 4 3 1 3 4 4 5
"93434" 1 23 1 "Eastasia" 3 1 1 2 4 3 5
"127510" 1 30 1 "Eastasia" 3 1 1 2 5 3 5
"47871" 1 34 6 "Eastasia" 4 2 1 3 5 4 5
"17881" 1 59 2 "Eastasia" 4 1 1 3 5 4 5
"45875" 0 38 5 "Eastasia" 2 1 2 1 5 3 5
"149467" 0 35 4 "Eastasia" 4 2 3 3 3 4 5
"132332" 0 42 5 "Eastasia" 4 3 2 3 5 5 5
"131540" 1 48 5 "Eastasia" 4 2 4 3 5 4 5
"166962" 0 19 3 "Eastasia" 4 1 1 3 4 4 5
"54839" 0 54 5 "Eastasia" 4 2 2 3 4 4 5
"70357" 1 28 3 "Eastasia" 4 1 1 2 5 3 5
"136576" 0 57 1 "Eastasia" 4 2 2 3 5 4 5
"123854" 1 39 3 "Eastasia" 4 1 3 2 5 5 5
"78365" 1 58 1 "Oceania" 4 2 2 3 4 4 5
"70306" 1 32 1 "Eastasia" 4 2 1 3 4 3 5
"93962" 0 53 1 "Eastasia" 4 3 2 2 5 5 5
"94522" 0 38 1 "Eastasia" 4 2 2 3 4 3 5
"123329" 0 42 3 "Eastasia" 4 2 2 2 3 2 5
"48656" 0 65 4 "Eastasia" 3 2 1 2 3 5 5
"47969" 1 28 5 "Eastasia" 4 1 2 3 5 5 5
"91982" 0 43 4 "Oceania" 4 2 3 3 3 4 5
"107234" 1 52 1 "Eastasia" 4 2 1 3 4 3 5
"51524" 1 42 5 "Eastasia" 4 3 3 3 3 4 5
"168372" 0 22 4 "Eastasia" 4 2 1 3 5 3 5
"75870" 1 36 3 "Oceania" 4 2 2 3 4 4 5
"64189" 1 35 1 "Eastasia" 4 1 1 1 5 5 5
"55735" 1 46 5 "Eastasia" 4 1 1 3 4 4 5
"107264" 1 18 2 "Eastasia" 4 2 1 3 4 3 5
"93994" 1 60 1 "Eastasia" 4 3 2 3 5 5 5
"134062" 1 46 5 "Eastasia" 3 2 2 2 5 5 5
"165014" 1 28 4 "Eastasia" 4 1 2 3 3 5 5
"150928" 0 47 3 "Eastasia" 4 3 3 2 4 4 5
"64077" 0 40 1 "Eastasia" 2 1 2 1 4 4 5
"37376" 1 79 3 "Eastasia" 2 1 1 1 1 1 3
"66188" 0 34 2 "Eastasia" 4 3 3 2 5 4 5
"43344" 0 26 4 "Oceania" 4 2 2 3 4 4 5
"100815" 0 73 2 "Eastasia" 3 2 1 2 4 3 5
"43369" 0 47 3 "Oceania" 4 3 1 3 5 4 5
"123898" 0 41 3 "Eastasia" 4 2 2 2 4 2 5
"135154" 1 50 1 "Eastasia" 4 2 1 3 4 4 5
"93407" 1 64 1 "Eastasia" 3 1 3 2 2 2 5
"87975" 0 21 2 "Oceania" 4 2 1 3 5 4 5
"58757" 1 43 1 "Oceania" 4 3 2 3 4 3 5
"112393" 1 29 4 "Eastasia" 4 2 2 3 5 4 5
"99342" 1 29 1 "Eastasia" 4 1 2 3 4 4 5
"12208" 1 24 3 "Eastasia" 3 2 2 2 3 4 5
"50423" 1 52 5 "Eastasia" 4 1 2 3 3 4 5
"65870" 0 22 4 "Eastasia" 3 2 2 2 5 4 5
"140571" 0 30 2 "Eastasia" 3 2 1 2 4 3 5
"106030" 0 23 2 "Eastasia" 4 1 1 3 5 5 5
"131700" 0 29 5 "Eastasia" 4 2 1 3 5 4 5
"134300" 1 43 5 "Eastasia" 4 1 2 3 5 4 5
"109911" 1 20 5 "Eurasia" 4 3 5 3 5 5 5
"14811" 1 32 6 "Eastasia" 4 2 2 3 3 4 5
"109863" 0 37 4 "Eurasia" 4 2 2 3 4 3 5
"48717" 1 38 5 "Eastasia" 4 3 2 3 4 5 5
"42507" 1 64 1 "Oceania" 3 1 1 1 3 5 5
"42296" 0 18 4 "Oceania" 4 2 2 3 4 3 5
"149387" 0 60 3 "Eastasia" 4 1 1 3 5 4 5
"92989" 0 24 3 "Oceania" 4 3 2 3 4 5 5
"170673" 0 50 4 "Eastasia" 4 3 1 3 4 4 5
"11764" 0 22 3 "Eastasia" 4 2 1 3 3 4 5
"167216" 1 73 4 "Eastasia" 4 3 4 3 4 5 5
"141210" 1 54 1 "Eastasia" 3 1 2 1 3 4 5
"67739" 0 35 1 "Eastasia" 4 2 3 3 5 3 5
"120510" 0 43 7 "Eurasia" 4 1 2 3 4 4 5
"134857" 0 28 6 "Eastasia" 4 3 1 3 3 4 5
"49907" 1 47 7 "Eastasia" 4 1 1 2 4 3 5
"139977" 1 39 3 "Eastasia" 4 1 2 3 4 4 5
"43409" 1 25 5 "Oceania" 3 2 1 2 4 3 5
"55875" 0 28 6 "Eastasia" 4 2 1 3 5 4 5
"40469" 1 23 5 "Eastasia" 4 2 3 3 5 4 5
"138670" 1 20 3 "Eastasia" 4 2 1 3 4 4 5
"147415" 0 60 4 "Eastasia" 4 2 1 3 4 4 5
"43158" 1 32 4 "Oceania" 4 1 1 3 4 3 5
"114096" 1 46 2 "Eastasia" 4 1 2 3 5 4 5
"168637" 0 47 6 "Eastasia" 4 2 2 3 4 4 5
"46964" 1 52 6 "Eastasia" 4 2 1 3 3 4 5
"39788" 1 39 4 "Eastasia" 4 3 1 3 5 4 5
"70364" 1 44 3 "Eastasia" 4 2 1 3 4 3 5
"50330" 0 22 5 "Eastasia" 4 1 1 3 3 3 5
"99455" 1 63 2 "Eastasia" 4 2 1 3 4 3 5
"160887" 0 23 1 "Eastasia" 4 2 3 3 4 5 5
"1881" 0 20 2 "Oceania" 3 2 3 2 4 3 4
"163379" 1 74 3 "Eastasia" 4 2 1 3 4 4 5
"164685" 1 33 4 "Eastasia" 4 3 1 3 4 3 5
"17249" 0 70 2 "Eastasia" 4 3 1 3 5 5 5
"47406" 1 19 6 "Eastasia" 4 2 2 3 4 3 5
"14529" 1 70 2 "Eastasia" 4 3 2 3 4 3 5
"48413" 0 29 4 "Eastasia" 4 2 1 3 4 4 5
"15988" 1 30 3 "Eastasia" 4 1 2 3 5 5 5
"165781" 1 40 3 "Eastasia" 4 2 2 3 4 4 5
"121592" 1 37 5 "Eastasia" 4 3 3 3 5 3 5
"170941" 0 19 4 "Eastasia" 4 2 1 3 4 4 5
"167459" 1 28 3 "Eastasia" 4 2 2 3 3 4 5
"100700" 1 27 3 "Eastasia" 4 2 2 3 4 5 5
"100460" 0 31 3 "Eastasia" 4 2 1 3 5 4 5
"123601" 0 33 4 "Eastasia" 4 1 1 3 1 5 5
"71724" 1 54 1 "Eastasia" 4 3 3 3 4 3 5
"102998" 1 27 2 "Eastasia" 4 2 2 2 5 3 5
"125789" 1 20 4 "Eastasia" 3 1 1 2 5 3 5
"37230" 0 39 4 "Eastasia" 3 1 2 2 4 3 5
"136445" 0 25 3 "Eastasia" 4 2 1 3 4 4 5
"127830" 1 21 3 "Eastasia" 4 1 4 2 4 3 5
"95799" 0 54 4 "Eastasia" 4 3 3 3 5 5 5
"99833" 1 49 2 "Eastasia" 4 2 1 2 5 4 5
"123318" 0 22 3 "Eastasia" 4 1 3 2 3 4 5
"44972" 0 77 7 "Eastasia" 3 2 2 2 5 5 5
"133357" 0 21 5 "Eastasia" 4 2 1 3 5 4 5
"163241" 1 36 3 "Eastasia" 4 3 1 3 4 2 5
"69559" 1 19 4 "Eastasia" 4 3 5 3 4 4 5
"165923" 0 63 4 "Eastasia" 4 3 4 2 4 3 5
